room_index,room_dim,mic_region,z_slice,t60,source_position
4739,"[8.84, 10.59, 4.28]","[[1.41, 2.41], [4.19, 5.19]]",3.76,0.5367259184747699,"[1.808061842587126, 9.675973559312023, 3.2107763162775083]"
4740,"[7.48, 11.79, 3.67]","[[1.53, 2.53], [1.93, 2.93]]",2.12,0.5126211814750263,"[2.537867989139406, 7.172223103402619, 0.507945179113005]"
4741,"[11.15, 8.16, 4.27]","[[3.34, 4.34], [6.56, 7.56]]",0.78,0.5332421543023967,"[8.255569384126451, 1.417095906435127, 2.3901143812313723]"
4742,"[11.89, 7.86, 3.53]","[[3.91, 4.91], [5.56, 6.56]]",1.09,0.5147785675719397,"[7.374600850382938, 2.7614565116615672, 1.9643574706071525]"
4743,"[11.95, 6.56, 3.95]","[[8.98, 9.98], [1.45, 2.45]]",1.21,0.507625898474432,"[8.193495941958348, 3.038270871802582, 1.8115339950475806]"
4744,"[11.47, 7.99, 3.12]","[[2.11, 3.11], [3.21, 4.21]]",1.76,0.4986288457207626,"[7.693846493404575, 2.7720289876869737, 0.5038369570651084]"
4745,"[7.8, 9.69, 3.89]","[[2.61, 3.61], [7.77, 8.77]]",2.04,0.501775675077408,"[1.4924296027228852, 2.9840326107053103, 1.401016259472621]"
4746,"[10.39, 11.58, 3.16]","[[2.46, 3.46], [6.42, 7.42]]",1.02,0.5308029092874197,"[6.749617431006788, 6.558784097717741, 2.201235173070009]"
4747,"[7.47, 7.93, 4.44]","[[4.3, 5.3], [3.22, 4.22]]",2.96,0.48919395740438176,"[1.39456152714139, 7.215328567060654, 2.3996488404896947]"
4748,"[10.92, 10.49, 3.42]","[[6.89, 7.89], [8.27, 9.27]]",1.06,0.534186300480787,"[1.5178722635203306, 8.541671585894626, 1.5105090153511749]"
4749,"[11.89, 8.34, 3.25]","[[5.93, 6.93], [1.42, 2.42]]",2.19,0.5121401292211792,"[3.938631906529428, 2.9729149758845406, 2.554482503385925]"
4750,"[8.2, 11.59, 3.25]","[[1.32, 2.32], [2.72, 3.72]]",0.74,0.5073429688248087,"[7.004147527714795, 9.219490765723867, 2.6344751831431443]"
4751,"[10.96, 9.99, 3.06]","[[7.17, 8.17], [0.78, 1.78]]",2.16,0.5165253419025374,"[9.308486390848639, 2.3460610066297387, 0.8455150458645176]"
4752,"[8.77, 9.35, 3.47]","[[2.83, 3.83], [1.92, 2.92]]",0.62,0.49807657654765236,"[3.7272724701337494, 5.153557549741765, 2.7392906817500386]"
4753,"[9.79, 10.86, 4.47]","[[3.94, 4.94], [3.1, 4.1]]",3.17,0.5559992104488546,"[6.9944464874200545, 4.086383460893426, 3.5027713516626657]"
4754,"[6.22, 11.11, 4.4]","[[1.33, 2.33], [4.08, 5.08]]",3.5,0.5055688512306472,"[0.9724090428580539, 9.23421734526085, 3.6675247396532544]"
4755,"[9.99, 9.31, 3.84]","[[1.26, 2.26], [3.18, 4.18]]",0.6,0.5237400623294625,"[7.093183085848374, 3.882806637852333, 1.902523495917376]"
4756,"[9.26, 10.16, 3.84]","[[4.31, 5.31], [8.01, 9.01]]",3.03,0.525037338939315,"[1.1683241733366596, 5.802985279136898, 1.0878877423915958]"
4757,"[8.55, 8.14, 4.42]","[[5.61, 6.61], [0.7, 1.7]]",3.78,0.5068833251312811,"[5.037277901653347, 1.0059178729640994, 3.2954638863973162]"
4758,"[10.32, 11.25, 2.86]","[[2.56, 3.56], [3.1, 4.1]]",0.79,0.5155115457455803,"[3.344761475068456, 2.488895141876115, 1.7253685453657126]"
4759,"[11.67, 11.25, 2.77]","[[3.25, 4.25], [8.06, 9.06]]",1.52,0.525782818364872,"[5.1507091038784925, 5.6311672338425875, 1.5472888623132544]"
4760,"[11.73, 7.12, 3.9]","[[4.53, 5.53], [1.37, 2.37]]",1.24,0.5133390793225101,"[10.460798873571063, 4.891370250125124, 2.8881283418446158]"
4761,"[10.94, 6.31, 4.0]","[[3.35, 4.35], [2.92, 3.92]]",2.14,0.49468773486807227,"[1.0626658135050209, 4.044943682157148, 3.0290486230926548]"
4762,"[9.15, 9.06, 3.09]","[[5.82, 6.82], [0.94, 1.94]]",2.36,0.48621202050370504,"[1.9904373802339128, 8.12119214657935, 2.1319399714951617]"
4763,"[9.89, 10.07, 3.65]","[[3.13, 4.13], [5.34, 6.34]]",3.05,0.5257348429178909,"[3.2376501167587217, 3.459134940407461, 1.866543654522397]"
4764,"[10.56, 10.7, 3.82]","[[4.02, 5.02], [6.31, 7.31]]",1.74,0.5451288752866251,"[6.540815126819488, 4.150475117534418, 0.7430313741835493]"
4765,"[9.45, 8.59, 3.54]","[[4.46, 5.46], [2.59, 3.59]]",2.15,0.4991913409352362,"[2.1277034230236813, 6.582920791425074, 2.6101962668994685]"
4766,"[10.84, 10.59, 4.34]","[[1.15, 2.15], [7.25, 8.25]]",0.91,0.5613278926738146,"[8.857198299525345, 5.417961278959468, 1.570069675919107]"
4767,"[10.91, 9.39, 3.5]","[[1.5, 2.5], [2.11, 3.11]]",1.22,0.5241851806732294,"[6.595497755866792, 8.108369862652953, 1.9460242855226724]"
4768,"[8.44, 7.95, 3.88]","[[3.12, 4.12], [0.66, 1.66]]",0.9,0.48804073822784644,"[1.759016584840024, 0.8402437275492765, 2.7487032299161505]"
4769,"[11.3, 10.23, 3.91]","[[0.81, 1.81], [3.98, 4.98]]",0.62,0.5503340169937762,"[6.064735451112281, 1.3464507399598782, 2.259018291484548]"
4770,"[11.61, 11.33, 2.52]","[[7.97, 8.97], [3.56, 4.56]]",0.89,0.5153202942997139,"[7.098877628545077, 8.293615503723792, 1.4464280590084817]"
4771,"[10.71, 10.16, 4.17]","[[5.61, 6.61], [8.65, 9.65]]",2.45,0.5507730007759135,"[8.78988838483474, 2.1534959206013236, 0.6817548613637736]"
4772,"[9.82, 6.54, 4.04]","[[5.84, 6.84], [1.04, 2.04]]",1.46,0.48765835631767374,"[6.220783210600507, 3.3740319926634115, 0.5387231958143932]"
4773,"[6.91, 10.18, 4.11]","[[3.26, 4.26], [2.82, 3.82]]",0.75,0.49987758828526196,"[3.375254862697721, 2.289380567702911, 3.376434899689305]"
4774,"[6.8, 10.6, 3.94]","[[4.39, 5.39], [6.01, 7.01]]",2.86,0.49786085994711105,"[1.7603039090428887, 1.583450506290296, 2.812984169875729]"
4775,"[11.4, 8.21, 4.24]","[[1.03, 2.03], [4.28, 5.28]]",1.84,0.535639604912648,"[3.4022406266599545, 2.882511042120688, 3.036675405272186]"
4776,"[7.88, 11.59, 3.95]","[[2.77, 3.77], [3.86, 4.86]]",1.6,0.524873754760699,"[4.321190909733972, 6.406124586224724, 1.360866102059785]"
4777,"[10.94, 9.37, 3.02]","[[1.77, 2.77], [3.01, 4.01]]",0.98,0.5075986025190087,"[4.7217112347205825, 3.4213383735289833, 0.8233972769189787]"
4778,"[11.65, 6.93, 3.77]","[[6.48, 7.48], [1.92, 2.92]]",1.2,0.5056841326467056,"[8.478755165317864, 0.7582782614577084, 3.180771497217655]"
4779,"[10.88, 7.75, 3.83]","[[5.37, 6.37], [6.11, 7.11]]",2.29,0.5123736366776445,"[7.952885298748291, 7.096512490555287, 2.568877448978854]"
4780,"[11.94, 7.29, 2.88]","[[2.33, 3.33], [4.03, 5.03]]",1.61,0.4837723291463445,"[7.3097780297565516, 6.107120879664503, 2.038807181763312]"
4781,"[9.55, 10.97, 2.72]","[[5.41, 6.41], [3.56, 4.56]]",0.86,0.49824251483009063,"[2.781162777053592, 5.445792957268322, 1.2887748902061207]"
4782,"[9.43, 8.21, 3.87]","[[0.78, 1.78], [0.72, 1.72]]",3.24,0.503907111867677,"[8.06992497087953, 5.68011381444104, 1.57146809880313]"
4783,"[10.19, 7.13, 4.05]","[[7.07, 8.07], [4.75, 5.75]]",3.15,0.5018668716389697,"[1.50229638633851, 3.628473651633297, 1.982791006038943]"
4784,"[10.27, 10.09, 4.02]","[[8.06, 9.06], [7.51, 8.51]]",3.37,0.5411187923588512,"[8.505634050526055, 2.1558680379163664, 3.0268226209806923]"
4785,"[7.04, 11.07, 4.44]","[[4.76, 5.76], [7.34, 8.34]]",0.81,0.5201668450352183,"[5.3456632857147, 2.0602101310291117, 0.956374481035422]"
4786,"[11.74, 10.91, 2.62]","[[6.58, 7.58], [3.2, 4.2]]",0.5,0.5167064760931176,"[5.852385196427116, 5.050873045899055, 1.1739033241446775]"
4787,"[7.63, 10.94, 4.46]","[[5.7, 6.7], [7.74, 8.74]]",1.76,0.528427946852753,"[1.8530614129168994, 5.907429310228432, 3.3981293104731]"
4788,"[9.06, 11.51, 3.64]","[[4.24, 5.24], [2.39, 3.39]]",0.66,0.5306192752884717,"[3.0230025187811482, 7.870726830471137, 2.4831355354563582]"
4789,"[11.78, 7.32, 3.9]","[[9.93, 10.93], [2.1, 3.1]]",2.29,0.5169474544193533,"[1.8543338997524692, 0.7882139004351711, 2.3988770096188796]"
4790,"[11.79, 11.35, 3.73]","[[0.96, 1.96], [2.52, 3.52]]",0.57,0.5615368095925588,"[4.14840167734735, 4.332124233475835, 2.8040886567738363]"
4791,"[8.51, 8.84, 4.31]","[[3.8, 4.8], [4.03, 5.03]]",1.59,0.5128233647671822,"[7.881330527674887, 3.1307997869331716, 1.4324948243517395]"
4792,"[10.73, 11.57, 2.54]","[[6.84, 7.84], [8.51, 9.51]]",1.9,0.5096793673597861,"[1.0947428955526755, 8.475764804612247, 1.8542896224237384]"
4793,"[7.6, 8.13, 4.5]","[[3.88, 4.88], [4.18, 5.18]]",0.64,0.4954703294290529,"[1.5720096454490569, 6.37002908668792, 2.999128789465318]"
4794,"[7.18, 9.15, 4.49]","[[2.28, 3.28], [6.0, 7.0]]",1.99,0.5021458886211387,"[4.261375661219485, 6.08312142555893, 1.6791372111211362]"
4795,"[9.8, 9.66, 4.4]","[[7.74, 8.74], [5.57, 6.57]]",2.45,0.5411105284344856,"[6.77996570421456, 2.991629654146145, 0.7053131176577503]"
4796,"[9.54, 7.74, 3.75]","[[3.49, 4.49], [1.77, 2.77]]",0.71,0.49500335680982377,"[3.050051156393139, 2.1791536805161744, 1.090982519452317]"
4797,"[11.91, 7.15, 3.21]","[[9.9, 10.9], [1.07, 2.07]]",1.57,0.49354793727906987,"[1.3994023836221259, 1.8551191371788716, 1.400169371461738]"
4798,"[9.65, 8.65, 4.25]","[[2.86, 3.86], [4.85, 5.85]]",2.83,0.5229824112233188,"[5.2838504242033, 5.0110618144636, 1.729918158232211]"
4799,"[8.96, 8.1, 3.8]","[[1.62, 2.62], [0.76, 1.76]]",2.21,0.4945499225409722,"[1.2635779410050811, 2.7422681935253475, 0.9057046877934736]"
4800,"[7.51, 10.62, 4.47]","[[5.61, 6.61], [0.79, 1.79]]",1.85,0.5235387139892043,"[5.062832137466118, 7.982695074837475, 2.88063799413683]"
4801,"[11.32, 10.95, 2.94]","[[2.24, 3.24], [1.09, 2.09]]",1.15,0.5260180478745423,"[4.280638758092076, 6.304872511953072, 0.7880319396112669]"
4802,"[10.63, 8.36, 4.12]","[[6.83, 7.83], [2.27, 3.27]]",2.32,0.5265455570788163,"[3.3774237794909348, 1.717717956828037, 0.9978734492019818]"
4803,"[11.93, 9.54, 3.16]","[[10.41, 11.41], [3.72, 4.72]]",1.91,0.5245277342581386,"[6.144155313596473, 2.0317729772157223, 0.6592618848457149]"
4804,"[10.21, 11.8, 3.28]","[[2.31, 3.31], [6.02, 7.02]]",2.24,0.5351632142072258,"[0.7750979154189179, 8.415690598598854, 0.5450643052704501]"
4805,"[11.0, 6.94, 4.46]","[[4.83, 5.83], [1.09, 2.09]]",1.16,0.5183426237245576,"[9.178995225364844, 4.978285416159277, 3.188242331643115]"
4806,"[10.73, 8.41, 3.41]","[[7.95, 8.95], [0.81, 1.81]]",1.15,0.5069190251566539,"[1.5485261968325403, 2.1809394091900423, 0.7110652506476668]"
4807,"[11.39, 11.45, 3.58]","[[1.84, 2.84], [9.42, 10.42]]",2.95,0.5539951817237092,"[8.556957009825162, 8.813794568216528, 1.4367839518075847]"
4808,"[10.58, 9.09, 4.19]","[[1.71, 2.71], [0.94, 1.94]]",1.27,0.5373685292107317,"[7.326420046627122, 3.5327650608136847, 2.5791560000995757]"
4809,"[9.18, 10.2, 3.94]","[[2.38, 3.38], [8.32, 9.32]]",2.54,0.5274041594450708,"[5.112177373661352, 5.710374141726651, 3.116605105213102]"
4810,"[10.28, 10.23, 2.91]","[[4.98, 5.98], [4.3, 5.3]]",2.14,0.5062980517129043,"[1.6001404620277964, 5.87687781375379, 1.2502071696861132]"
4811,"[10.24, 7.99, 3.63]","[[6.2, 7.2], [5.31, 6.31]]",2.42,0.5029158738573781,"[5.731425156181675, 6.1304039227315, 2.552371039369421]"
4812,"[11.91, 7.58, 4.18]","[[5.3, 6.3], [3.53, 4.53]]",3.45,0.5299568847113653,"[7.2116126740145114, 5.384637144677911, 0.6780802060528512]"
4813,"[7.14, 9.17, 4.29]","[[4.94, 5.94], [6.01, 7.01]]",2.4,0.4966164583040391,"[1.1950920052878473, 7.747451148990348, 0.9672571566770538]"
4814,"[7.47, 8.56, 4.0]","[[4.98, 5.98], [3.46, 4.46]]",0.79,0.48604213303333377,"[5.130250736327984, 4.581704990699079, 1.8008750381088892]"
4815,"[11.61, 8.02, 2.73]","[[5.23, 6.23], [2.64, 3.64]]",1.92,0.48534400111650833,"[7.386068978428026, 1.5786401257790272, 0.8166849335098383]"
4816,"[8.05, 11.15, 3.29]","[[6.12, 7.12], [7.88, 8.88]]",2.68,0.5022693278825258,"[7.2573761183441885, 4.504393408436648, 1.0352467648141532]"
4817,"[7.15, 11.46, 3.92]","[[3.63, 4.63], [6.02, 7.02]]",1.68,0.5117619488777564,"[1.7667400971348128, 9.581855633080812, 1.418115443870394]"
4818,"[6.51, 11.15, 3.99]","[[4.82, 5.82], [6.09, 7.09]]",2.62,0.500075475426171,"[2.514641771980406, 7.308901008840218, 0.7455210950988826]"
4819,"[8.87, 7.88, 4.37]","[[4.91, 5.91], [2.34, 3.34]]",2.22,0.5060821313158429,"[3.95220136199658, 2.2746865417612385, 3.4742895850202613]"
4820,"[8.89, 11.73, 3.92]","[[7.18, 8.18], [4.07, 5.07]]",3.22,0.538986318427612,"[7.26340938913341, 9.421436361874001, 3.2917033815455135]"
4821,"[8.93, 11.45, 3.74]","[[6.94, 7.94], [8.24, 9.24]]",1.59,0.5314574224188827,"[7.0022107499369985, 10.730342340803748, 2.3365433981099653]"
4822,"[8.02, 7.9, 3.96]","[[2.86, 3.86], [3.83, 4.83]]",1.79,0.48386912783003044,"[6.5899103840126445, 1.6768864375936796, 0.7238530234451763]"
4823,"[10.7, 9.34, 3.6]","[[0.74, 1.74], [7.76, 8.76]]",1.27,0.5245686202174734,"[2.0787362922278674, 2.322824736747012, 2.3140323181505744]"
4824,"[10.22, 9.31, 2.81]","[[8.28, 9.28], [2.14, 3.14]]",0.93,0.4910477931381303,"[9.116428130361479, 1.272608911779932, 1.176668764235315]"
4825,"[11.67, 11.93, 3.24]","[[1.66, 2.66], [7.92, 8.92]]",0.73,0.5501066405798043,"[10.77180993153423, 9.940438340201558, 2.1341526273711726]"
4826,"[11.43, 9.31, 2.75]","[[3.18, 4.18], [0.73, 1.73]]",0.98,0.5012454373537907,"[1.0340802698693707, 4.160422192061246, 1.162262823654121]"
4827,"[11.73, 9.25, 2.52]","[[0.84, 1.84], [0.99, 1.99]]",1.34,0.4935784742653876,"[10.606966494828292, 7.873788064696311, 1.0854412055894629]"
4828,"[10.56, 9.16, 3.91]","[[1.15, 2.15], [1.23, 2.23]]",2.72,0.5302113988079927,"[7.483236689524727, 5.745338153273157, 2.7460849329329564]"
4829,"[7.38, 8.96, 3.83]","[[0.59, 1.59], [6.75, 7.75]]",0.89,0.4849264178179853,"[2.419056688803508, 5.282603811213221, 2.0716984342498073]"
4830,"[9.98, 6.2, 4.42]","[[7.67, 8.67], [2.53, 3.53]]",3.06,0.49360557003502636,"[8.897583728967865, 4.591752842683319, 2.435724637028736]"
4831,"[7.29, 11.21, 4.19]","[[0.66, 1.66], [8.21, 9.21]]",3.12,0.5189822626086031,"[1.1854406246030171, 9.156833399858687, 1.739957352997011]"
4832,"[7.55, 10.23, 3.39]","[[4.98, 5.98], [2.7, 3.7]]",0.65,0.48868579372155196,"[5.875012530621837, 8.159815553015004, 2.336676908132654]"
4833,"[8.04, 11.24, 4.1]","[[6.08, 7.08], [8.93, 9.93]]",0.88,0.5278896163423196,"[1.8749414933362498, 8.313314474731833, 1.7855000647504589]"
4834,"[11.73, 8.49, 3.98]","[[8.54, 9.54], [4.06, 5.06]]",2.26,0.5355030813526241,"[1.1319424805213725, 2.528502944385118, 1.0510061316803]"
4835,"[11.73, 9.06, 3.33]","[[2.1, 3.1], [1.05, 2.05]]",1.7,0.5227063152576522,"[2.9797303988118404, 1.9868762954667127, 2.392788013024229]"
4836,"[7.9, 9.8, 4.14]","[[3.99, 4.99], [7.11, 8.11]]",0.73,0.5115219121069972,"[4.937274547583411, 2.906599453328299, 1.4719105447977423]"
4837,"[11.62, 6.98, 3.39]","[[10.09, 11.09], [1.45, 2.45]]",2.81,0.49420792470894437,"[6.470631732151346, 3.6901256811283956, 1.697616065812113]"
4838,"[7.41, 11.23, 3.2]","[[4.16, 5.16], [7.38, 8.38]]",1.29,0.49059046506577997,"[2.628034521798283, 3.6969505411526375, 1.2824355644189254]"
4839,"[7.84, 8.19, 3.98]","[[2.9, 3.9], [2.92, 3.92]]",2.51,0.4859455894948216,"[4.372381414593204, 2.487887693437684, 2.9482582448306984]"
4840,"[10.12, 8.0, 3.68]","[[0.56, 1.56], [0.74, 1.74]]",2.69,0.5032707627240027,"[2.9899896802246273, 3.0374975018764085, 2.9387523540133085]"
4841,"[9.68, 7.2, 4.36]","[[6.63, 7.63], [4.84, 5.84]]",3.82,0.5055005291821445,"[3.9844115426820017, 6.644314996623166, 0.9104775190864917]"
4842,"[11.7, 7.34, 2.97]","[[2.7, 3.7], [2.32, 3.32]]",2.01,0.48572597645465554,"[7.830798085851219, 2.330074994171653, 1.4852006233802608]"
4843,"[11.51, 7.6, 4.48]","[[2.51, 3.51], [1.21, 2.21]]",2.53,0.534223401776269,"[1.8978929176456842, 5.147840285226242, 3.595736695546562]"
4844,"[10.02, 7.78, 4.21]","[[4.49, 5.49], [5.66, 6.66]]",2.25,0.5141936477327118,"[4.213093137901753, 5.275771853779898, 1.6650884245046713]"
4845,"[9.39, 6.48, 4.16]","[[3.68, 4.68], [3.54, 4.54]]",3.15,0.48486682147849625,"[4.2611553124560295, 4.092022167204817, 2.01728368531606]"
4846,"[9.85, 7.96, 4.39]","[[6.48, 7.48], [0.55, 1.55]]",3.65,0.5195715928041246,"[5.435644606848445, 7.146841565263931, 3.369862811983355]"
4847,"[11.21, 10.8, 3.55]","[[4.52, 5.52], [0.65, 1.65]]",1.38,0.5446470074956244,"[2.598441327156058, 8.466363655342262, 2.7607471620826485]"
4848,"[10.51, 8.57, 3.19]","[[8.8, 9.8], [1.4, 2.4]]",0.82,0.4991772974622416,"[5.344271595033949, 0.9258301250859221, 1.0450561725818417]"
4849,"[6.42, 8.98, 4.41]","[[4.59, 5.59], [2.74, 3.74]]",2.92,0.4853649880930391,"[2.386540063250355, 2.6155450033923815, 3.7027281068244946]"
4850,"[8.06, 11.54, 3.05]","[[1.09, 2.09], [3.07, 4.07]]",1.16,0.4977385793926131,"[2.678140401265395, 9.809917454524804, 1.6255717977108508]"
4851,"[11.63, 6.83, 3.19]","[[5.35, 6.35], [4.47, 5.47]]",2.11,0.4849856863814622,"[7.970165271640595, 3.455484766925295, 2.2126894910747312]"
4852,"[11.45, 11.09, 3.82]","[[1.17, 2.17], [4.63, 5.63]]",1.44,0.5583081028915617,"[6.321005032828691, 1.1024545073940186, 1.8496768969879256]"
4853,"[6.59, 9.55, 4.05]","[[1.8, 2.8], [4.69, 5.69]]",3.32,0.4856493904420305,"[5.888830809044171, 2.274301881821957, 1.3526003262133444]"
4854,"[10.53, 7.46, 3.48]","[[8.8, 9.8], [4.18, 5.18]]",1.89,0.4935540750772315,"[2.841522028137028, 3.339184485521588, 1.8164969343936392]"
4855,"[7.82, 11.35, 4.26]","[[4.42, 5.42], [2.65, 3.65]]",0.72,0.5301791755598443,"[6.118023973888303, 6.955492580550171, 2.0654547207657035]"
4856,"[10.1, 10.36, 2.95]","[[1.96, 2.96], [2.01, 3.01]]",1.8,0.5072708177442051,"[6.764754020110578, 2.403336862912924, 0.7316033470005989]"
4857,"[7.35, 11.47, 4.32]","[[2.84, 3.84], [3.49, 4.49]]",1.56,0.5259469709880974,"[4.007290213765243, 8.601829198144582, 2.684587882497127]"
4858,"[11.07, 9.43, 2.81]","[[3.88, 4.88], [1.61, 2.61]]",1.49,0.5015150647154941,"[4.689325355518165, 7.816809862469363, 1.9366212189001972]"
4859,"[11.89, 10.0, 3.62]","[[2.93, 3.93], [1.89, 2.89]]",1.16,0.544811510539483,"[10.379134321836291, 6.477711207874413, 1.2926399636198271]"
4860,"[11.41, 12.0, 3.56]","[[1.6, 2.6], [6.42, 7.42]]",2.99,0.5588583909940658,"[3.159649398360041, 6.676753153924947, 1.159583750715922]"
4861,"[11.47, 8.65, 3.73]","[[4.35, 5.35], [4.0, 5.0]]",1.21,0.5277549728654402,"[8.150197794633169, 7.63128773696677, 0.7559990967183955]"
4862,"[9.85, 8.98, 3.31]","[[3.37, 4.37], [6.41, 7.41]]",1.23,0.5013005458445651,"[5.206195350539176, 6.03716825832531, 2.389462782081017]"
4863,"[10.89, 8.87, 3.57]","[[1.5, 2.5], [5.91, 6.91]]",1.03,0.5197811260819206,"[9.276339335956266, 6.059714130848861, 1.3263349445691652]"
4864,"[10.49, 9.76, 3.63]","[[1.63, 2.63], [7.85, 8.85]]",0.71,0.5282343020330542,"[2.6400316477820454, 4.319764626405151, 2.121363391929429]"
4865,"[10.19, 11.39, 3.35]","[[0.91, 1.91], [0.6, 1.6]]",1.63,0.5333331059318168,"[6.386216877697177, 4.850092566845045, 2.122053095711708]"
4866,"[11.17, 8.33, 3.46]","[[1.84, 2.84], [3.11, 4.11]]",0.71,0.512021311061945,"[4.218556835973523, 1.857110911339407, 0.9917585153496598]"
4867,"[8.28, 11.11, 3.28]","[[2.96, 3.96], [9.15, 10.15]]",2.14,0.504700742253731,"[6.053056915021926, 9.804580331061928, 2.246987114192286]"
4868,"[10.53, 7.6, 4.36]","[[4.99, 5.99], [2.62, 3.62]]",1.21,0.5211093977110646,"[1.375133162561995, 6.417528910647831, 2.139542824919302]"
4869,"[11.87, 10.27, 3.85]","[[3.0, 4.0], [7.44, 8.44]]",1.01,0.5545852919356962,"[3.530638007675932, 2.9495203756321375, 2.432820806954491]"
4870,"[10.0, 9.05, 4.37]","[[8.08, 9.08], [5.58, 6.58]]",1.4,0.5352538042056626,"[5.9677345716900305, 6.028842951514084, 2.1492138779760745]"
4871,"[7.94, 11.1, 3.71]","[[4.24, 5.24], [6.24, 7.24]]",1.13,0.5137745216154879,"[3.431466507648138, 4.592988459286972, 1.1526335199066384]"
4872,"[10.17, 10.62, 3.21]","[[2.23, 3.23], [2.9, 3.9]]",1.34,0.5203871305389974,"[9.100749478804895, 8.645929740055404, 1.3265577054498032]"
4873,"[11.63, 11.92, 3.33]","[[6.1, 7.1], [8.29, 9.29]]",0.51,0.5527180529461364,"[3.2830274468522727, 8.12381091605016, 2.623973897643891]"
4874,"[9.92, 9.7, 2.75]","[[2.98, 3.98], [5.87, 6.87]]",1.97,0.48988018606517836,"[6.493024212641912, 8.755281331091243, 2.0874242547341755]"
4875,"[10.41, 11.25, 2.95]","[[5.65, 6.65], [4.58, 5.58]]",1.41,0.519990569663381,"[6.467996465645576, 5.965785920894179, 1.9572815010344728]"
4876,"[10.35, 8.49, 4.46]","[[5.09, 6.09], [0.76, 1.76]]",3.52,0.5342275536747481,"[8.617001898432141, 2.4883621575855854, 2.628808976578618]"
4877,"[10.63, 7.87, 3.64]","[[1.07, 2.07], [1.71, 2.71]]",1.63,0.5057384389381685,"[1.845733387418943, 4.297056013763493, 1.0531009554325623]"
4878,"[10.46, 11.59, 2.53]","[[2.15, 3.15], [7.3, 8.3]]",1.58,0.506551266834374,"[9.091124176466563, 7.230288655119821, 1.4352856955561024]"
4879,"[8.64, 11.07, 3.23]","[[6.33, 7.33], [3.26, 4.26]]",0.88,0.507364610279067,"[2.3780718425430933, 2.469566083906286, 1.9767887332558014]"
4880,"[9.42, 9.87, 3.68]","[[7.52, 8.52], [3.75, 4.75]]",2.39,0.5188961272753683,"[7.263713350481262, 5.309363367502721, 2.2621294656407605]"
4881,"[11.04, 9.43, 4.22]","[[1.74, 2.74], [3.44, 4.44]]",3.19,0.5471262364439674,"[2.5737778335712904, 7.228350782853786, 1.0340633972250237]"
4882,"[8.07, 11.12, 3.13]","[[4.6, 5.6], [1.59, 2.59]]",0.93,0.49661589147378504,"[1.5840085575787857, 2.5818202379117663, 2.1890350626702477]"
4883,"[8.47, 11.44, 2.6]","[[2.32, 3.32], [9.39, 10.39]]",1.86,0.4843335235172178,"[7.394971721348973, 0.9924846982150837, 1.9439634801690147]"
4884,"[10.04, 10.75, 4.3]","[[4.98, 5.98], [2.31, 3.31]]",1.81,0.5533187644864549,"[1.2662086215203896, 1.9163673995103834, 1.8434182804194073]"
4885,"[10.53, 8.63, 3.28]","[[7.85, 8.85], [5.21, 6.21]]",1.81,0.5033213827592176,"[3.949463864400649, 0.7210473982929484, 2.6459136240821897]"
4886,"[10.02, 9.86, 2.71]","[[3.63, 4.63], [5.79, 6.79]]",1.91,0.4912056211101794,"[8.196928361896896, 7.4957800235479635, 2.007583013724532]"
4887,"[11.82, 6.47, 3.71]","[[1.57, 2.57], [1.53, 2.53]]",2.94,0.49775287337553553,"[8.588133986728865, 3.1055489248103836, 1.634699366103812]"
4888,"[9.88, 7.02, 4.23]","[[4.33, 5.33], [5.28, 6.28]]",2.31,0.5015329502640437,"[7.335134394008681, 4.990744550622443, 3.6480995437238914]"
4889,"[11.19, 7.66, 3.65]","[[0.57, 1.57], [4.16, 5.16]]",3.02,0.5087914473605315,"[8.638244281652417, 2.6080627397942955, 0.6451087744860724]"
4890,"[11.67, 9.42, 3.38]","[[7.61, 8.61], [4.6, 5.6]]",1.9,0.5282099993701347,"[2.0202085394921094, 6.968546109991065, 1.09665157793372]"
4891,"[7.47, 9.85, 3.45]","[[5.9, 6.9], [1.68, 2.68]]",0.82,0.485189741120434,"[5.132968644447022, 2.617859219582556, 1.9596807946188164]"
4892,"[7.26, 10.46, 3.65]","[[3.39, 4.39], [5.25, 6.25]]",2.97,0.49511790411883416,"[4.926386341155878, 1.4123091753287202, 0.6651702594151434]"
4893,"[8.08, 8.53, 4.0]","[[5.98, 6.98], [1.02, 2.02]]",2.4,0.4945092996502186,"[6.641623947106549, 5.004208078282758, 3.0709586978452847]"
4894,"[9.7, 7.73, 3.56]","[[6.89, 7.89], [3.29, 4.29]]",2.38,0.49086431880093573,"[8.161756698108427, 4.426682219548917, 1.3829400105768943]"
4895,"[10.17, 7.47, 4.3]","[[3.0, 4.0], [4.07, 5.07]]",2.32,0.5136686026826097,"[8.733140694538214, 6.904599481459359, 1.6362256097063719]"
4896,"[10.54, 10.75, 3.54]","[[6.81, 7.81], [9.08, 10.08]]",2.48,0.5368456076600243,"[9.35951371517694, 2.3620636010415046, 1.0240249562883645]"
4897,"[11.83, 9.53, 2.6]","[[6.5, 7.5], [5.7, 6.7]]",1.23,0.5014332582416394,"[6.842495629075346, 7.761762033107533, 1.5022827849793448]"
4898,"[7.51, 9.06, 4.1]","[[3.18, 4.18], [5.65, 6.65]]",2.35,0.49584351776418645,"[3.1873622115835634, 5.978842290950855, 2.0772621402231257]"
